SRNO,REGIONAL CENTRE,AI-CODE AND NAME,TOTAL STUDENTS UPLOADED TMA,TOTAL TMA UPLOADED,TOTAL ALLOCATED SUBJECTS,TOTAL UN-ALLOCATED SUBJECTS,TOTAL EVALUATED SUBJECTS,TOTAL ALLOCATED UN-EVALUATED SUBJECTS,PRE-ALLOCATED,PRE-EVALUATED
1557,121-CHENNAI,420064-Kendriya Vidyalaya No-1,10,24,0,24,0,0,0,0
1558,107-DELHI,M21200-Amity International School,6,24,8,16,0,8,33.33,0
1559,109-JAIPUR,170387-Taigor Shikshan Sansthan Sr.Sec.Sch,5,24,14,10,4,10,58.33,16.67
1560,114-DEHRADUN,340165-Adarsh Shishu Niketan Uchachattar,6,24,0,24,0,0,0,0
1561,105-CHANDIGARH,160125-Krishna College of Hr. Education,5,24,24,0,24,0,100,100
1562,105-CHANDIGARH,050391-Om Shanti Shiksha Sadan Sr.sec.sch.,4,24,24,0,17,7,100,70.83
1563,102-PUNE,110025-Pal Rajendra English High School,5,24,24,0,22,2,100,91.67
1564,107-DELHI,M21658-Madrasa Maulana Abdul Kalam Azad,4,24,24,0,24,0,100,100
1565,114-DEHRADUN,340104-Govt.inter College,6,24,17,7,15,2,70.83,62.5
1566,105-CHANDIGARH,050657-Adarsh Convent Sr. Sec. School,5,24,23,1,15,8,95.83,62.5
1567,107-DELHI,210612-Bal Jyoti Public School,5,24,0,24,0,0,0,0
1568,107-DELHI,050505-New Era Sr.sec. School,5,24,13,11,2,11,54.17,8.33
1569,105-CHANDIGARH,160037-Sacred Heart High School,4,24,22,2,9,13,91.67,37.5
1570,104-GUWAHATI,020067-Noonmati Public School,5,24,23,1,11,12,95.83,45.83
1571,105-CHANDIGARH,250008-Shishu Niketan Model Sr. Sec.school,7,24,23,1,9,14,95.83,37.5
1572,105-CHANDIGARH,050668-Sada Sukh Memorial Public School,6,24,24,0,12,12,100,50
1573,113-BHOPAL,100313-Shri Ravendra Singh Saraswati Hr. Sec. School,5,24,24,0,10,14,100,41.67
1574,114-DEHRADUN,210225-Red Rose High School,5,24,24,0,24,0,100,100
1575,111-ALLAHABAD/PRAYAGRAJ,210187-Dolly's Public Inter College,5,23,17,6,8,9,73.91,34.78
1576,109-JAIPUR,170217-R.k. Public Senior Secondary School,5,23,23,0,23,0,100,100
1577,121-CHENNAI,190067-Govt. Higher Secondary School,5,23,0,23,0,0,0,0
1578,111-ALLAHABAD/PRAYAGRAJ,210653-Samrat Ashok Inter College,4,23,23,0,23,0,100,100
1579,107-DELHI,M05439-Sun Rise Public School,5,23,23,0,12,11,100,52.17
1580,121-CHENNAI,190001-Sri.vidya Mandirsec.sch.&jr.college,5,23,4,19,0,4,17.39,0
1581,105-CHANDIGARH,050363-Sir Chhotu Ram Modern Sr.sec.school,4,23,23,0,23,0,100,100
1582,109-JAIPUR,170208-Govt. Sr.sec. School,7,23,17,6,10,7,73.91,43.48
1583,125-JAMMU,070050-New Naveen Model Hr.sec. School,5,23,0,23,0,0,0,0
1584,105-CHANDIGARH,160024-Shivalik Hills Sr. Sec. Public School,4,23,23,0,17,6,100,73.91
1585,111-ALLAHABAD/PRAYAGRAJ,210644-Study Hall,6,23,23,0,19,4,100,82.61
1586,109-JAIPUR,170384-Gyan Jyoti Model School,4,23,15,8,10,5,65.22,43.48
1587,121-CHENNAI,190117-The Camford International School,6,23,0,23,0,0,0,0
1588,107-DELHI,210776-Bhartiyam School,5,23,0,23,0,0,0,0
1589,111-ALLAHABAD/PRAYAGRAJ,210170-Savitri Devi Shanker Lal Sharma,5,23,21,2,5,16,91.3,21.74
1590,105-CHANDIGARH,050428-Sarvodaya Senior Secondary School,5,23,23,0,23,0,100,100
1591,114-DEHRADUN,"340159-Apollo International School,",6,23,1,22,1,0,4.35,4.35
1592,114-DEHRADUN,340216-Govt. Inter College,6,23,0,23,0,0,0,0
1593,114-DEHRADUN,M21409-Madarsa Babul Ilm,6,23,0,23,0,0,0,0
1594,117-BENGALURU,080032-Jawahar Navodaya Vidyalaya,4,23,23,0,14,9,100,60.87
1595,115-BHUBANESWAR,150184-A.j.o. High School,5,23,23,0,21,2,100,91.3
1596,105-CHANDIGARH,050055-Adarsh High School,5,23,23,0,23,0,100,100
1597,114-DEHRADUN,340309-Rajputana College,4,23,0,23,0,0,0,0
1598,111-ALLAHABAD/PRAYAGRAJ,210165-Sh. Mohanlal Adarsh Inter College,5,23,23,0,6,17,100,26.09
1599,104-GUWAHATI,020068-Icon Academy Jr. College,8,23,22,1,14,8,95.65,60.87
1600,118-GANDHINAGAR,390093-Navrachana School,6,23,23,0,22,1,100,95.65
1601,107-DELHI,M38077-Society For Promotion Of Education,6,23,0,23,0,0,0,0
1602,121-CHENNAI,420084-Veera Savarkar Netaji Matric.school,5,23,23,0,23,0,100,100
1603,109-JAIPUR,170096-Kendriya Vidyalaya,5,23,17,6,7,10,73.91,30.43
1604,115-BHUBANESWAR,150177-Brajamohan High School,5,23,23,0,13,10,100,56.52
1605,117-BENGALURU,480003-Delhi Public School,8,22,21,1,21,0,95.45,95.45
1606,121-CHENNAI,M19107-Kh Matriculation Boys Hr.sec.school,5,22,22,0,22,0,100,100
1607,114-DEHRADUN,340109-Govt. Intermediate College,6,22,0,22,0,0,0,0
1608,117-BENGALURU,080044-Kendriya Vidyalaya No. 2,5,22,22,0,22,0,100,100
1609,121-CHENNAI,190118-Pushpalata Vidya Mandir,5,22,20,2,14,6,90.91,63.64
1610,105-CHANDIGARH,160047-M. G. M. Sr. School,6,22,22,0,6,16,100,27.27
1611,107-DELHI,050605-Jhankar High School,5,22,0,22,0,0,0,0
1612,109-JAIPUR,170307-Bharti Vidhya Niketan Sr.sec.school,5,22,22,0,22,0,100,100
1613,110-PATNA,030371-Jawahar Navodaya Vidyalaya,5,22,20,2,17,3,90.91,77.27
1614,111-ALLAHABAD/PRAYAGRAJ,210809-Green Light Public School,5,22,10,12,5,5,45.45,22.73
1615,107-DELHI,270441-Glorious Public School,6,22,2,20,0,2,9.09,0
1616,106-KOCHI,M09098-Gods Own Public School,5,22,22,0,22,0,100,100
1617,125-JAMMU,070058-Army Public School,6,22,22,0,19,3,100,86.36
1618,125-JAMMU,070057-Army Public School,6,22,18,4,18,0,81.82,81.82
1619,118-GANDHINAGAR,390128-L D R International School,5,22,22,0,17,5,100,77.27
1620,121-CHENNAI,190009-Kendriya Vidyalaya,5,22,16,6,13,3,72.73,59.09
1621,102-PUNE,M11087-St.john's School,6,21,21,0,21,0,100,100
1622,109-JAIPUR,170372-J.D. International School,5,21,21,0,18,3,100,85.71
1623,104-GUWAHATI,020029-Kendriya Vidyalaya,4,21,20,1,18,2,95.24,85.71
1624,119-RAIPUR,290050-Jatan Devi Daga Hr.sec.school,6,21,0,21,0,0,0,0
1625,107-DELHI,210787-Delhi Public School,4,21,0,21,0,0,0,0
1626,102-PUNE,110135-Kendriya Vidyalaya,4,21,21,0,17,4,100,80.95
1627,105-CHANDIGARH,050620-G.L Public School,4,21,21,0,21,0,100,100
1628,105-CHANDIGARH,050214-Golden Sr. Sec. School,5,21,20,1,0,20,95.24,0
1629,107-DELHI,270413-Jeevan Public School,5,21,0,21,0,0,0,0
1630,114-DEHRADUN,M38368-F.D Islamia Inter College,5,21,0,21,0,0,0,0
1631,123-GANGTOK,180012-Govt. Senior Secondary School,5,21,0,21,0,0,0,0
1632,109-JAIPUR,170021-Kendriya Vidyalaya,5,21,20,1,9,11,95.24,42.86
1633,119-RAIPUR,290038-Uday Higher Secondary School,4,21,0,21,0,0,0,0
1634,114-DEHRADUN,210242-Gyan Bharti Inter College,4,21,0,21,0,0,0,0
1635,121-CHENNAI,190115-Kmc Public Senior Secondary School,6,21,21,0,20,1,100,95.24
1636,110-PATNA,030081-Anugrah Ucch Vidyalaya,4,21,18,3,12,6,85.71,57.14
1637,105-CHANDIGARH,050568-MAM CHAND PUBLIC SCHOOL ,4,21,21,0,20,1,100,95.24
1638,106-KOCHI,M40060-Mcf Public School,4,21,21,0,21,0,100,100
1639,115-BHUBANESWAR,150191-Chitalo Mohavidyalaya,4,21,13,8,9,4,61.9,42.86
1640,105-CHANDIGARH,160088-Deshmesh Public School,5,21,21,0,6,15,100,28.57
1641,107-DELHI,050293-B.r.m.sr.sec. School,5,21,5,16,5,0,23.81,23.81
1642,107-DELHI,050592-D V M High School,4,21,21,0,21,0,100,100
1643,121-CHENNAI,190032-Kendriya Vidyalaya,5,21,20,1,6,14,95.24,28.57
1644,109-JAIPUR,170344-M.r. Adarsh Academy Sec. School,5,21,20,1,11,9,95.24,52.38
1645,104-GUWAHATI,200014-Santirbazar H.s.school,4,21,21,0,15,6,100,71.43
1646,104-GUWAHATI,120005-D' Regina Higher Secondary School,5,21,20,1,13,7,95.24,61.9
1647,107-DELHI,210676-New Sainik Public School,5,21,0,21,0,0,0,0
1648,107-DELHI,050390-Saarthi Public Sr.sec. School,4,21,0,21,0,0,0,0
1649,117-BENGALURU,080059-East West Public School,4,20,20,0,17,3,100,85
1650,105-CHANDIGARH,050123-Deep Arya High School,4,20,20,0,0,20,100,0
1651,105-CHANDIGARH,M16113-SHRI GURU HARKRISHAN PUBLIC SCHOOL,4,20,19,1,12,7,95,60
1652,110-PATNA,"030259-Govt.high School,",4,20,17,3,3,14,85,15
1653,104-GUWAHATI,020061-R J Senior Secondary School,4,20,18,2,18,0,90,90
1654,104-GUWAHATI,020059-Orang Higher Secondary School,4,20,20,0,8,12,100,40
1655,109-JAIPUR,170334-Kendriya Vidya Mandir Sr.sec.school,5,20,17,3,3,14,85,15
1656,114-DEHRADUN,210484-Subhash Smarak Inter College,4,20,0,20,0,0,0,0
1657,111-ALLAHABAD/PRAYAGRAJ,210450-Vinayak Academy Inter College,4,20,9,11,3,6,45,15
1658,101-HYDERABAD,470214-Geethanjali Junior College,4,20,20,0,20,0,100,100
1659,107-DELHI,210599-J.p.s. Global Academy,4,20,0,20,0,0,0,0
1660,121-CHENNAI,190150-Primrose Schools,6,20,18,2,3,15,90,15
1661,103-KOLKATA,220079-Godwin Modern School,4,20,20,0,16,4,100,80
1662,105-CHANDIGARH,050147-Bal Bharti Sr.sec.school,4,20,20,0,13,7,100,65
1663,104-GUWAHATI,140003-Jawahar Navodaya Vidyalaya,4,20,20,0,12,8,100,60
1664,121-CHENNAI,M42002-Crescent Matric Hr.sec. School,4,20,20,0,20,0,100,100
1665,115-BHUBANESWAR,410147-Centurion University of Technology and Management,3,20,20,0,20,0,100,100
1666,121-CHENNAI,190165-SRM Public School,4,20,20,0,7,13,100,35
1667,102-PUNE,110048-Bharti Sanskrit Vidya Niketaram,6,20,20,0,20,0,100,100
1668,110-PATNA,030267-Kamala Nehru Shishu Vihar,4,20,20,0,1,19,100,5
1669,105-CHANDIGARH,M16103-Guru Nanak Dev Model Sr.sec.school,4,20,13,7,6,7,65,30
1670,107-DELHI,270159-Govt. Sarvodaya Bal Vidyalaya No.-1,5,20,0,20,0,0,0,0
1671,109-JAIPUR,T17008-Sushila Devi Pvt. ITI,10,20,20,0,15,5,100,75
1672,105-CHANDIGARH,450179-Tapan Rehabilitition Society,4,20,20,0,2,18,100,10
1673,104-GUWAHATI,"M02016-Don Bosco School, Sundempuri,",5,19,19,0,19,0,100,100
1674,103-KOLKATA,380303-Kankinara Himayatul Ghurba,4,19,9,10,9,0,47.37,47.37
1675,104-GUWAHATI,020014-Maria Public Educational Trust,4,19,19,0,18,1,100,94.74
1676,120-RANCHI,260118-+2 S.s.d. High School,4,19,19,0,18,1,100,94.74
1677,117-BENGALURU,080055-National Centre For Excellence,6,19,19,0,13,6,100,68.42
1678,110-PATNA,030248-V.m.high School,4,19,16,3,2,14,84.21,10.53
1679,113-BHOPAL,100307-Army Public School No.1,6,19,0,19,0,0,0,0
1680,119-RAIPUR,290065-Jawahar Navodaya Vidyalaya,4,19,0,19,0,0,0,0
1681,105-CHANDIGARH,050401-Golden Public School,4,19,19,0,9,10,100,47.37
1682,102-PUNE,360042-Jath High School,4,19,19,0,16,3,100,84.21
1683,109-JAIPUR,170427-Doon Children Academy Sr. Sec. School,4,19,19,0,11,8,100,57.89
1684,114-DEHRADUN,340281-P.d.s.s. Inter College,4,19,14,5,14,0,73.68,73.68
1685,113-BHOPAL,100301-Govt. Koushal Vikash Kendra Academy,4,19,14,5,0,14,73.68,0
1686,110-PATNA,030373-Jawahar Navodaya Vidyalaya,4,19,16,3,7,9,84.21,36.84
1687,105-CHANDIGARH,050149-Saint Nischal Sr.sec.school,5,19,19,0,5,14,100,26.32
1688,107-DELHI,270353-Spring Meadows Public School,4,19,17,2,17,0,89.47,89.47
1689,120-RANCHI,260144-S.s. +2 High School,4,19,19,0,19,0,100,100
1690,109-JAIPUR,170407-JANKI DEVI MEMORIAL PUBLIC SCHOOL,4,19,19,0,16,3,100,84.21
1691,114-DEHRADUN,M38193-Madarsa Babul Ilm,4,19,0,19,0,0,0,0
1692,107-DELHI,050629-Golden Valley International School,4,19,0,19,0,0,0,0
1693,107-DELHI,050179-Adarsh Janta Sr.sec.school,4,19,0,19,0,0,0,0
1694,109-JAIPUR,170018-Kendriya Vidyalaya No. 1,4,19,12,7,4,8,63.16,21.05
1695,109-JAIPUR,V17001-SMT. MOHARI DEVI TAPARIA VED VIDYALAYA SAMITI,4,19,19,0,7,12,100,36.84
1696,105-CHANDIGARH,160065-St.kabir Convent School,3,19,19,0,19,0,100,100
1697,109-JAIPUR,170004-Sophia Sr.hr.sec.school,5,19,16,3,12,4,84.21,63.16
1698,107-DELHI,050584-RBSM PUBLIC SCHOOL,4,19,0,19,0,0,0,0
1699,105-CHANDIGARH,050603-M.S Saraswati Sr. sec. School,4,19,19,0,8,11,100,42.11
1700,114-DEHRADUN,210348-Tiny Tots College,5,18,16,2,16,0,88.89,88.89
1701,101-HYDERABAD,M47181-Azaan International School,6,18,18,0,18,0,100,100
1702,111-ALLAHABAD/PRAYAGRAJ,210321-Dr.s.radha Krishnan Public Inter,5,18,10,8,1,9,55.56,5.56
1703,105-CHANDIGARH,050548-BKN Public School,4,18,18,0,6,12,100,33.33
1704,111-ALLAHABAD/PRAYAGRAJ,210483-Jawahar Navodaya Vidyalaya,4,18,8,10,1,7,44.44,5.56
1705,119-RAIPUR,M29055-The Jain International School,4,18,0,18,0,0,0,0
1706,114-DEHRADUN,340265-J.b. Memorial Academy,5,18,18,0,18,0,100,100
1707,107-DELHI,270450-Aristotle Public School,4,18,0,18,0,0,0,0
1708,109-JAIPUR,170232-S.m.m. Govt. Girl's Hr.sec. School,3,18,14,4,6,8,77.78,33.33
1709,113-BHOPAL,100006-Kendriya Vidyalaya,4,18,0,18,0,0,0,0
1710,125-JAMMU,070044-Vishaw Jyoti Shishu Niketan H.s.,4,18,3,15,0,3,16.67,0
1711,115-BHUBANESWAR,150185-Birsa Munda Vidyapitha,6,18,17,1,8,9,94.44,44.44
1712,122-DHARAMSALA,060018-Govt. Boys Sr. Sec. School,5,18,18,0,4,14,100,22.22
1713,114-DEHRADUN,340121-Govt. Inter College,4,18,18,0,18,0,100,100
1714,121-CHENNAI,190114-S.s.v.m. World School,5,18,0,18,0,0,0,0
1715,104-GUWAHATI,M02048-Sacred Heart School,4,18,18,0,18,0,100,100
1716,111-ALLAHABAD/PRAYAGRAJ,210116-Holy Faith Inter College,4,18,8,10,3,5,44.44,16.67
1717,125-JAMMU,M07051-Sri Guru Govind Singh Public,4,18,9,9,5,4,50,27.78
1718,113-BHOPAL,100172-Bal Bharti Public School,4,18,0,18,0,0,0,0
1719,110-PATNA,030250-Govt. Higher Secondary School,4,18,13,5,1,12,72.22,5.56
1720,109-JAIPUR,170112-Shree Rishikul Secondary School,4,17,17,0,4,13,100,23.53
1721,105-CHANDIGARH,050644-Green Valley International School,4,17,17,0,9,8,100,52.94
1722,113-BHOPAL,M10278-St. Joseph's Convent Senior Sec. School,3,17,17,0,14,3,100,82.35
1723,102-PUNE,110029-St.joseph Convent Girls High School,4,17,17,0,16,1,100,94.12
1724,110-PATNA,450082-Mukti Niketan Bhagalpur,4,17,17,0,1,16,100,5.88
1725,114-DEHRADUN,210777-Chetna Junior High School,3,17,17,0,17,0,100,100
1726,110-PATNA,030287-P.n.anglo Sanskrit Ucch Vidyalaya,4,17,12,5,2,10,70.59,11.76
1727,105-CHANDIGARH,050206-A.P. Garg Public School,4,17,17,0,3,14,100,17.65
1728,119-RAIPUR,290170-Dr. Milap Ram Sahu Vidhyalaya (M.R.S.V),5,17,3,14,0,3,17.65,0
1729,111-ALLAHABAD/PRAYAGRAJ,210278-Jai Devi Awasthi Inter College,3,17,9,8,4,5,52.94,23.53
1730,121-CHENNAI,190015-Maharishi Vidya Mandir,3,17,0,17,0,0,0,0
1731,110-PATNA,"030251-Raj High School,",4,17,17,0,17,0,100,100
1732,105-CHANDIGARH,050604-Holy Wisdom Convent,3,17,17,0,3,14,100,17.65
1733,118-GANDHINAGAR,390091-M.B. Patel Gyanjot Vidhya Vihar,4,17,17,0,13,4,100,76.47
1734,105-CHANDIGARH,050564-M.D.S PUBLIC SCHOOL,4,17,17,0,17,0,100,100
1735,106-KOCHI,090072-Panchayat H.s.s.,4,17,17,0,7,10,100,41.18
1736,104-GUWAHATI,200013-B.b.institution,5,17,17,0,17,0,100,100
1737,121-CHENNAI,190161-Sri Sankara Matriculation Hr. Sec. School,3,16,16,0,1,15,100,6.25
1738,110-PATNA,030116-Kiddy Convent High School,3,16,10,6,0,10,62.5,0
1739,103-KOLKATA,220112-Kendriya Vidyalaya,4,16,0,16,0,0,0,0
1740,107-DELHI,270560-Guru Angad Public School,4,16,0,16,0,0,0,0
1741,113-BHOPAL,100019-Chattrapati Shivaji Sr.sec Public,5,16,0,16,0,0,0,0
1742,105-CHANDIGARH,050646-Army Public School,4,16,16,0,13,3,100,81.25
1743,114-DEHRADUN,210614-Gyandeep Higher Secondary School,4,16,0,16,0,0,0,0
1744,118-GANDHINAGAR,040073-GAJERA INTERNATIONAL SCHOOL,4,16,16,0,6,10,100,37.5
1745,106-KOCHI,M40073-St. John's Public School,3,16,16,0,6,10,100,37.5
1746,111-ALLAHABAD/PRAYAGRAJ,210022-Jawahar Navodaya Vidyalaya,4,16,9,7,2,7,56.25,12.5
1747,114-DEHRADUN,210790-Vibgyor School,4,16,16,0,0,16,100,0
1748,121-CHENNAI,190159-Anugragha International School,3,16,0,16,0,0,0,0
1749,102-PUNE,110136-Kendriya Vidyalaya No.1,4,16,16,0,16,0,100,100
1750,104-GUWAHATI,"240009-Govt. Hr. Sec. School, Khonsa",4,16,16,0,14,2,100,87.5
1751,104-GUWAHATI,020062-Sreeram Academy,4,16,16,0,7,9,100,43.75
1752,120-RANCHI,260190-Star International School,5,16,16,0,15,1,100,93.75
1753,107-DELHI,050544-S.D.M PUBLIC SCHOOL ,3,16,16,0,8,8,100,50
1754,110-PATNA,030375-Jawahar Navodaya Vidyalaya,3,16,13,3,6,7,81.25,37.5
1755,105-CHANDIGARH,320202-HRDC Hq 2 Corps,3,16,14,2,9,5,87.5,56.25
1756,105-CHANDIGARH,050069-Nav Bharat High School,3,16,16,0,16,0,100,100
1757,110-PATNA,030313-Marwari +2 Ucchater Vidyalaya,3,16,14,2,0,14,87.5,0
1758,107-DELHI,270553-White Leaf Public School,3,16,0,16,0,0,0,0
1759,105-CHANDIGARH,160121-Dashmesh Public Sr.Sec. School,4,16,16,0,5,11,100,31.25
1760,115-BHUBANESWAR,T15015-Komand Private Industrial Training Institute,3,16,16,0,13,3,100,81.25
1761,110-PATNA,030413-Shanti Mission Academy,3,16,12,4,5,7,75,31.25
1762,118-GANDHINAGAR,040067-Delhi Public School,3,16,16,0,13,3,100,81.25
1763,103-KOLKATA,220106-Rabindranath Higher Sec. School,3,16,16,0,16,0,100,100
1764,104-GUWAHATI,240002-Govt. Hr. Sec.school,4,16,16,0,10,6,100,62.5
1765,113-BHOPAL,100272-Sakshi High School,4,16,16,0,4,12,100,25
1766,118-GANDHINAGAR,040036-Shree Amrita Academy Higher,3,16,16,0,16,0,100,100
1767,102-PUNE,M11113-St. Marys Convent School Jr college,3,16,16,0,13,3,100,81.25
1768,104-GUWAHATI,440005-Sai Rns Academy,3,16,16,0,12,4,100,75
1769,125-JAMMU,070059-Tiny Tots Hr.Sec. School,3,16,3,13,0,3,18.75,0
1770,109-JAIPUR,170376-Name 4347,3,16,7,9,1,6,43.75,6.25
1771,116-VISAKHAPATNAM,010164-Kendriya Vidyalaya No.1,4,16,15,1,15,0,93.75,93.75
1772,113-BHOPAL,100245-St. Paul Convent Hr. Sec. School,3,16,16,0,16,0,100,100
1773,114-DEHRADUN,210050-National Muslim Academy,3,16,16,0,16,0,100,100
1774,105-CHANDIGARH,160132-Delhi Public School,3,16,14,2,4,10,87.5,25
1775,105-CHANDIGARH,050325-Arya Sr.sec.school,3,16,16,0,11,5,100,68.75
1776,118-GANDHINAGAR,040044-Kendriya Vidyalaya,3,16,16,0,11,5,100,68.75
1777,109-JAIPUR,M45090-St. Francis Sr. Sec. School (Tanwar Shikshan Sansthan),3,16,15,1,12,3,93.75,75
1778,114-DEHRADUN,340302-Govt. Inter College,4,15,15,0,15,0,100,100
1779,104-GUWAHATI,M13020-Auxilium Umpohliew Jingstad Secondary School,3,15,15,0,12,3,100,80
1780,105-CHANDIGARH,160128-Anuvarat Public Sr.Sec. School,3,15,15,0,10,5,100,66.67
1781,105-CHANDIGARH,050562-Harkishan Memorial Public School,4,15,15,0,8,7,100,53.33
1782,113-BHOPAL,100058-Krishna Higher Sec. School,3,15,0,15,0,0,0,0
1783,107-DELHI,050257-Kitty Garden Sr.sec.school,3,15,0,15,0,0,0,0
1784,121-CHENNAI,"190086-Kendriya Vidyalaya, Hdf",3,15,0,15,0,0,0,0
1785,121-CHENNAI,M19104-Asian Christian High School,3,15,15,0,15,0,100,100
1786,115-BHUBANESWAR,150198-Kerala English Medium School,6,15,12,3,7,5,80,46.67
1787,114-DEHRADUN,210254-Divine Inter College,3,15,0,15,0,0,0,0
1788,121-CHENNAI,190085-Kandriya Vidyalaya,3,15,15,0,0,15,100,0
1789,110-PATNA,030012-Jawahar Navodaya Vidyalaya,4,15,12,3,0,12,80,0
1790,121-CHENNAI,190106-H.L.C. International,3,15,15,0,14,1,100,93.33
1791,117-BENGALURU,080041-Jawahar Navodaya Vidyalaya,3,15,15,0,4,11,100,26.67
1792,110-PATNA,030244-Govt. Girls Higher Secondary School,3,15,15,0,2,13,100,13.33
1793,107-DELHI,450073-Katha School Of Entrepreneurship,3,15,13,2,0,13,86.67,0
1794,102-PUNE,110060-New Modern English High School,4,15,15,0,15,0,100,100
1795,106-KOCHI,400027-Vyas Vidya Peethom,4,15,15,0,15,0,100,100
1796,103-KOLKATA,230010-Govt. Rabindra Bangla Vidyalaya,3,15,0,15,0,0,0,0
1797,121-CHENNAI,190036-Kendriya Vidyalaya,4,15,0,15,0,0,0,0
1798,105-CHANDIGARH,050508-Gitanjali Sr.Sec. School,3,15,15,0,15,0,100,100
1799,110-PATNA,030064-Zila School,3,15,15,0,0,15,100,0
1800,105-CHANDIGARH,050351-Bhagwan Parshu Ram Sr.sec. School,3,15,15,0,8,7,100,53.33
1801,103-KOLKATA,220026-North Point Sr Sec.school,3,15,0,15,0,0,0,0
1802,103-KOLKATA,180017-Govt. Senior Secondary School,3,15,14,1,14,0,93.33,93.33
1803,107-DELHI,270536-Khemo Devi Public School,3,15,0,15,0,0,0,0
1804,121-CHENNAI,190075-Govt. Girls Hr.sec. School,6,15,0,15,0,0,0,0
1805,110-PATNA,030194-G.m.s.s. Ucch Vidyalaya,3,15,15,0,7,8,100,46.67
1806,111-ALLAHABAD/PRAYAGRAJ,210119-Bal Vidyalaya Madhyamik School,3,15,13,2,6,7,86.67,40
1807,120-RANCHI,260103-+2 High School,3,15,15,0,14,1,100,93.33
1808,115-BHUBANESWAR,"150182-Zila High School, Puri, Odisha",3,15,9,6,6,3,60,40
1809,114-DEHRADUN,340140-Moravian Institute,8,15,6,9,5,1,40,33.33
1810,107-DELHI,270365-Govt.co-education Secondary School,4,15,0,15,0,0,0,0
1811,123-GANGTOK,180020-Govt. Senior Secondary School,3,15,0,15,0,0,0,0
1812,111-ALLAHABAD/PRAYAGRAJ,210259-Jan Kalyan Shiksha Samiti,3,15,6,9,0,6,40,0
1813,111-ALLAHABAD/PRAYAGRAJ,210525-Hare Krishna Public School,3,15,6,9,0,6,40,0
1814,107-DELHI,210520-NIMT B SCHOOL,4,15,0,15,0,0,0,0
1815,104-GUWAHATI,440002-Rongkut Khorsing High School,3,15,15,0,11,4,100,73.33
1816,101-HYDERABAD,470186-Kendriya Vidyalaya,4,15,1,14,0,1,6.67,0
1817,117-BENGALURU,480004-Spastic Society Of Karnataka,6,15,15,0,14,1,100,93.33
1818,106-KOCHI,400064-Raja Rajeswari Senior Sec.school,3,14,14,0,8,6,100,57.14
1819,125-JAMMU,070034-Jawahar Navodaya Vidyalaya,5,14,14,0,13,1,100,92.86
1820,120-RANCHI,260034-Neta Ji Subhas Public School,3,14,0,14,0,0,0,0
1821,117-BENGALURU,480002-St. Ann's High School,4,14,14,0,11,3,100,78.57
1822,107-DELHI,050615-Modern International Sr. Sec. School,3,14,0,14,0,0,0,0
1823,107-DELHI,270541-Rural Complex For Complete Education (RCCE) Public School,4,14,1,13,0,1,7.14,0
1824,121-CHENNAI,190043-Little Kingdom School,3,14,0,14,0,0,0,0
1825,121-CHENNAI,190119-Aristo Public School,4,14,14,0,8,6,100,57.14
1826,107-DELHI,270331-Shibban Modern Public Sec. School,3,14,0,14,0,0,0,0
1827,119-RAIPUR,290173-Krishna Public School,3,14,12,2,5,7,85.71,35.71
1828,109-JAIPUR,170296-Abhinav Senior Secondary School,2,14,12,2,3,9,85.71,21.43
1829,111-ALLAHABAD/PRAYAGRAJ,210477-Kamla Higher Secondary School,3,14,14,0,14,0,100,100
1830,118-GANDHINAGAR,390159-Glorious Public School,2,14,14,0,12,2,100,85.71
1831,122-DHARAMSALA,060020-Govt. Senior Secondary School,4,14,8,6,0,8,57.14,0
1832,113-BHOPAL,"100126-Kendriya Vidyalaya, No.2",3,14,0,14,0,0,0,0
1833,116-VISAKHAPATNAM,010172-Kendriya Vidyalaya,3,14,14,0,14,0,100,100
1834,102-PUNE,110107-Kendriya Vidyalaya,3,14,14,0,14,0,100,100
1835,111-ALLAHABAD/PRAYAGRAJ,210052-Springdale College,3,14,14,0,0,14,100,0
1836,110-PATNA,"030063-G.a.inter School,",3,14,8,6,0,8,57.14,0
1837,109-JAIPUR,170019-Kendriya Vidyalaya No-1,3,14,11,3,4,7,78.57,28.57
1838,114-DEHRADUN,340293-RAJEEV GANDHI NAVODAYA VIDYALAYA,3,14,4,10,3,1,28.57,21.43
1839,104-GUWAHATI,020002-Rupnagar Vidyapeeth High School,3,14,14,0,6,8,100,42.86
1840,113-BHOPAL,M10229-Aaps (ashaskiya The Akshya Academy),3,14,0,14,0,0,0,0
1841,109-JAIPUR,170289-Aakansha International School,3,14,14,0,7,7,100,50
1842,107-DELHI,270511-New Krishna Model Public School ,3,14,5,9,0,5,35.71,0
1843,105-CHANDIGARH,050446-Green Valley Sr. Sec. School,3,14,14,0,6,8,100,42.86
1844,104-GUWAHATI,130029-Army Public School,3,14,14,0,9,5,100,64.29
1845,105-CHANDIGARH,050520-Datta Public School,3,14,14,0,1,13,100,7.14
1846,121-CHENNAI,310012-K S P International Higher Secondary School,3,14,0,14,0,0,0,0
1847,105-CHANDIGARH,050236-Red Roses Public Sr. Sec. School,3,14,14,0,14,0,100,100
1848,114-DEHRADUN,210806-LTR Public School,3,14,14,0,14,0,100,100
1849,114-DEHRADUN,210372-Kendriya Vidyalaya,4,14,0,14,0,0,0,0
